DepMap_ID	Subtype	lineage_subtype	lineage_sub_subtype	model_id	gene_symbol
ACH-000438	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00547	CBLC
ACH-000438	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00547	MSH6
ACH-000439	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00338	SDHA
ACH-000439	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00338	NRAS
ACH-000439	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00338	POLQ
ACH-000439	Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)	AML	M4	SIDM00338	KMT2C
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	TP53
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	FN1
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	HLA-B
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	HLA-B
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	ARID1B
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	KMT2C
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	MYC
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	TSC1
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	DDX10
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	BAX
ACH-000440	B-cell, Non-Hodgkins, Burkitts	non_hodgkin_lymphoma	b_cell_burkitt	SIDM00907	RGPD3
ACH-000441	Melanoma	melanoma		SIDM01079	MARK2
ACH-000441	Melanoma	melanoma		SIDM01079	MARK2
ACH-000441	Melanoma	melanoma		SIDM01079	BCL9L
ACH-000441	Melanoma	melanoma		SIDM01079	FAT4
ACH-000441	Melanoma	melanoma		SIDM01079	BCLAF1
ACH-000441	Melanoma	melanoma		SIDM01079	BRAF
ACH-000442	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00354	NFE2L2
ACH-000442	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00354	PIK3CA
ACH-000442	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00354	HLA-B
ACH-000442	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00354	TP53
ACH-000443	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00466	KDM5C
ACH-000443	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00466	TP53
ACH-000443	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00466	SMAD4
ACH-000443	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00466	DNMT3A
ACH-000444	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00546	NA
ACH-000445	Glioblastoma	glioma	glioblastoma	SIDM01494	PABPC1
ACH-000445	Glioblastoma	glioma	glioblastoma	SIDM01494	KMT2C
ACH-000445	Glioblastoma	glioma	glioblastoma	SIDM01494	TRIM24
ACH-000445	Glioblastoma	glioma	glioblastoma	SIDM01494	HLA-B
ACH-000445	Glioblastoma	glioma	glioblastoma	SIDM01494	NIPBL
ACH-000445	Glioblastoma	glioma	glioblastoma	SIDM01494	TP53
ACH-000446		neuroblastoma		SIDM00016	RASA2
ACH-000446		neuroblastoma		SIDM00016	KRAS
ACH-000446		neuroblastoma		SIDM00016	MAX
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	RB1
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	HLA-A
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	RB1
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	HERC2
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	ZFHX3
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	TP53
ACH-000447	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00729	NFE2L2
ACH-000448	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00743	ATM
ACH-000448	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00743	BRAF
ACH-000448	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00743	BTK
ACH-000448	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00743	STK11
ACH-000449	Uterine Sarcoma	uterine_sarcoma		SIDM00625	PTEN
ACH-000449	Uterine Sarcoma	uterine_sarcoma		SIDM00625	NFE2L2
ACH-000449	Uterine Sarcoma	uterine_sarcoma		SIDM00625	ARID1A
ACH-000449	Uterine Sarcoma	uterine_sarcoma		SIDM00625	ARID1A
ACH-000449	Uterine Sarcoma	uterine_sarcoma		SIDM00625	PTEN
ACH-000449	Uterine Sarcoma	uterine_sarcoma		SIDM00625	PIK3R1
ACH-000450	Melanoma	melanoma		SIDM00337	BRAF
ACH-000451	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00709	TP53
ACH-000451	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00709	SMARCA4
ACH-000452	Squamous Cell Carcinoma	esophagus_squamous		SIDM00326	ARHGAP5
ACH-000452	Squamous Cell Carcinoma	esophagus_squamous		SIDM00326	TP53
ACH-000452	Squamous Cell Carcinoma	esophagus_squamous		SIDM00326	CLTCL1
ACH-000452	Squamous Cell Carcinoma	esophagus_squamous		SIDM00326	NOTCH1
ACH-000452	Squamous Cell Carcinoma	esophagus_squamous		SIDM00326	CREBBP
ACH-000453	Multiple Myeloma	multiple_myeloma		SIDM01690	POLQ
ACH-000453	Multiple Myeloma	multiple_myeloma		SIDM01690	TP53
ACH-000454	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01593	NA
ACH-000455	Glioblastoma	glioma	glioblastoma	SIDM01642	NA
ACH-000456	Carcinoma, papillary	thyroid_carcinoma	papillary	SIDM00992	BIRC3
ACH-000456	Carcinoma, papillary	thyroid_carcinoma	papillary	SIDM00992	TP53
ACH-000456	Carcinoma, papillary	thyroid_carcinoma	papillary	SIDM00992	EPHA3
ACH-000456	Carcinoma, papillary	thyroid_carcinoma	papillary	SIDM00992	BRAF
ACH-000457	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00932	MUTYH
ACH-000457	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00932	SMARCA4
ACH-000457	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00932	FBXW7
ACH-000457	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00932	CYP2C8
ACH-000458	Melanoma	melanoma		SIDM01512	NA
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	SDHA
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	VHL
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	SMARCB1
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	TRRAP
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	POLQ
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	CLTCL1
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	MUTYH
ACH-000459	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01454	MTOR
ACH-000460	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM01437	NA
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	RBM10
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	SMAD4
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	HLA-B
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	TP53
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	SDHA
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	CBLC
ACH-000461	Cholangiocarcinoma, extrahepatic	cholangiocarcinoma	extrahepatic	SIDM00163	ELF3
ACH-000462	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM01686	PMS2
ACH-000462	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM01686	PABPC1
ACH-000462	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM01686	RPS3A
ACH-000462	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM01686	TRIP11
ACH-000463	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00144	KRAS
ACH-000463	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00144	STK11
ACH-000463	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00144	KEAP1
ACH-000463	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00144	PIK3CA
ACH-000463	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00144	EPHA7
ACH-000464	Glioblastoma	glioma	glioblastoma	SIDM00212	TP53
ACH-000464	Glioblastoma	glioma	glioblastoma	SIDM00212	PMS2
ACH-000464	Glioblastoma	glioma	glioblastoma	SIDM00212	PTEN
ACH-000465	Melanoma	melanoma		SIDM01107	PARP4
ACH-000465	Melanoma	melanoma		SIDM01107	ING1
ACH-000465	Melanoma	melanoma		SIDM01107	ARHGEF10
ACH-000465	Melanoma	melanoma		SIDM01107	PER1
ACH-000465	Melanoma	melanoma		SIDM01107	CTNNB1
ACH-000465	Melanoma	melanoma		SIDM01107	BRAF
ACH-000466	Adenocarcinoma, tubular	gastric_adenocarcinoma	tubular	SIDM01393	SDHA
ACH-000466	Adenocarcinoma, tubular	gastric_adenocarcinoma	tubular	SIDM01393	SMAD4
ACH-000466	Adenocarcinoma, tubular	gastric_adenocarcinoma	tubular	SIDM01393	FAT4
ACH-000466	Adenocarcinoma, tubular	gastric_adenocarcinoma	tubular	SIDM01393	TP53
ACH-000466	Adenocarcinoma, tubular	gastric_adenocarcinoma	tubular	SIDM01393	HOXC13
ACH-000466	Adenocarcinoma, tubular	gastric_adenocarcinoma	tubular	SIDM01393	ARID1A
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	USP9X
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	CLTCL1
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	TP53
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	KDM5A
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	JAK1
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	KRAS
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	PABPC1
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	FN1
ACH-000468	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01320	CDK12
ACH-000469	Glioblastoma	glioma	glioblastoma	SIDM00316	ARID2
ACH-000469	Glioblastoma	glioma	glioblastoma	SIDM00316	TP53
ACH-000469	Glioblastoma	glioma	glioblastoma	SIDM00316	PRKCD
ACH-000469	Glioblastoma	glioma	glioblastoma	SIDM00316	CUX1
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	SOX9
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	APC
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	BCL9L
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	KRAS
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	TP53
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	SMAD4
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	FBXW7
ACH-000470	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00834	BCLAF1
ACH-000471				SIDM01472	CBLC
ACH-000471				SIDM01472	IRAK1
ACH-000471				SIDM01472	NBN
ACH-000471				SIDM01472	CHD2
ACH-000471				SIDM01472	KNL1
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	CASP8
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	HLA-A
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	KMT2C
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	CDKN2A
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	MED12
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	CREBBP
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	TP53
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	PIK3CA
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	FBN2
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	HLA-B
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	CDKN2A
ACH-000472	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00590	USP9X
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	CDKN1A
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	KDM6A
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	CR1
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	TP53
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	TP53
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	HLA-A
ACH-000473	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00402	DCAF12L2
ACH-000475	Hepatocellular Carcinoma, HBs-antigen carrier	hepatocellular_carcinoma	hbs_antigen_carrier	SIDM00586	CR1
ACH-000475	Hepatocellular Carcinoma, HBs-antigen carrier	hepatocellular_carcinoma	hbs_antigen_carrier	SIDM00586	RABEP1
ACH-000475	Hepatocellular Carcinoma, HBs-antigen carrier	hepatocellular_carcinoma	hbs_antigen_carrier	SIDM00586	TP53
ACH-000475	Hepatocellular Carcinoma, HBs-antigen carrier	hepatocellular_carcinoma	hbs_antigen_carrier	SIDM00586	POLQ
ACH-000475	Hepatocellular Carcinoma, HBs-antigen carrier	hepatocellular_carcinoma	hbs_antigen_carrier	SIDM00586	AXIN1
ACH-000475	Hepatocellular Carcinoma, HBs-antigen carrier	hepatocellular_carcinoma	hbs_antigen_carrier	SIDM00586	SDHA
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	SFMBT2
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	TP53
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	ACVR2A
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	CDH10
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	HLA-A
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	HLA-B
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	SMO
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	CDH11
ACH-000476	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00616	CBLC
ACH-000477	Melanoma	melanoma		SIDM00011	BRAF
ACH-000477	Melanoma	melanoma		SIDM00011	EPHA7
ACH-000477	Melanoma	melanoma		SIDM00011	HLA-A
ACH-000477	Melanoma	melanoma		SIDM00011	DNMT3A
ACH-000477	Melanoma	melanoma		SIDM00011	DNMT3A
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	PABPC1
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	NRAS
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	TP53
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	CBLB
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	FLT4
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	HSP90AB1
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	KMT2C
ACH-000478	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01180	NOTCH1
ACH-000479	Glioblastoma	glioma	glioblastoma	SIDM00605	NA
ACH-000480	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00585	CBLC
ACH-000480	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00585	AMER1
ACH-000480	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00585	TP53
ACH-000480	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00585	POLQ
ACH-000480	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM00585	FANCC
ACH-000481	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00716	TP53
ACH-000481	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00716	KEAP1
ACH-000481	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00716	EP300
ACH-000481	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00716	RHOA
ACH-000481	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM00716	BCORL1
ACH-000482	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00356	POLE
ACH-000482	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00356	TP53
ACH-000482	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00356	PRKD2
ACH-000482	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00356	RASA1
ACH-000483	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01151	NA
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	PDPR
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	VHL
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	TGFBR2
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	BAP1
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	TP53
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	SETD2
ACH-000484	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM00318	HLA-A
ACH-000485	Adenocarcinoma	gastric_adenocarcinoma		SIDM01551	HLA-B
ACH-000485	Adenocarcinoma	gastric_adenocarcinoma		SIDM01551	KLF5
ACH-000485	Adenocarcinoma	gastric_adenocarcinoma		SIDM01551	DIS3
ACH-000485	Adenocarcinoma	gastric_adenocarcinoma		SIDM01551	TP53
ACH-000485	Adenocarcinoma	gastric_adenocarcinoma		SIDM01551	KRAS
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	ARID1A
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	NRAS
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	AKT1
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	AKT1
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	GRIN2A
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	SALL4
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	EP300
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	NIPBL
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	HLA-A
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	KDM6A
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	CCDC6
ACH-000486	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01033	KMT2D
ACH-000487	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	AML	M6	SIDM01498	SDHA
ACH-000487	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	AML	M6	SIDM01498	ZNF626
ACH-000487	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	AML	M6	SIDM01498	PML
ACH-000487	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	AML	M6	SIDM01498	FOXA1
ACH-000487	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	AML	M6	SIDM01498	HLA-B
ACH-000487	Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)	AML	M6	SIDM01498	TP53
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	TP53
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	NFE2L2
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	NIPBL
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	EBF1
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	HGF
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	TRRAP
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	NOTCH1
ACH-000488	Squamous Cell Carcinoma	esophagus_squamous		SIDM00348	KDM5C
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	KRAS
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	ARHGAP5
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	TP53
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	APC
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	SOX9
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	ZNF429
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	ASXL1
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	PTK6
ACH-000489	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00835	APC
ACH-000490	Astrocytoma	glioma	astrocytoma	SIDM00626	NA
ACH-000491	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00779	RNF43
ACH-000491	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00779	TP53
ACH-000492	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01689	PABPC1
ACH-000492	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01689	IKZF1
ACH-000492	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01689	CBLC
ACH-000492	Acute Lymphoblastic Leukemia (ALL), B-cell	ALL	b_cell	SIDM01689	JAK2
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	AXIN1
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	ZFHX3
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	ZNF429
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	ZNF429
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	ARID1A
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	SH2B3
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	TP53
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	PRDM1
ACH-000493	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01199	PTPRK
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	HLA-A
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	TRRAP
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	PARP4
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	PABPC1
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	SDHA
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	VHL
ACH-000495	Renal Cell Carcinoma	renal_cell_carcinoma		SIDM01432	CBLC
ACH-000496	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00771	KRAS
