DepMap_ID	Subtype	lineage_subtype	lineage_sub_subtype	model_id	gene_symbol
ACH-000496	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00771	TP53
ACH-000496	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00771	HLA-A
ACH-000496	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00771	CDKN2A
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	NRAS
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	TP53
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	ZNF626
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	DNMT3A
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	ASXL1
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	POLQ
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	HLA-B
ACH-000498	Acute Myelogenous Leukemia (AML), M2 (Myeloblastic)	AML	M2	SIDM00018	TET2
ACH-000499	Ewings Sarcoma	Ewing_sarcoma		SIDM01500	NA
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	SDHA
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	FAT1
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	FAT1
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	TGFBR2
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	CDKN2A
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	KMT2C
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	KMT2D
ACH-000500	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM01448	TP53
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	RGS7
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	KRAS
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	TP53
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	SMAD4
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	ACVR2A
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	APC
ACH-000501	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00776	APC
ACH-000502	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01464	HLA-B
ACH-000502	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01464	KMT2C
ACH-000502	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01464	POLQ
ACH-000502	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01464	TP53
ACH-000502	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01464	KRAS
ACH-000502	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01464	SMAD4
ACH-000503	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM01520	TP53
ACH-000504	Glioma	glioma		SIDM00095	PIK3R1
ACH-000504	Glioma	glioma		SIDM00095	PIK3R1
ACH-000504	Glioma	glioma		SIDM00095	ARID2
ACH-000504	Glioma	glioma		SIDM00095	TP53
ACH-000504	Glioma	glioma		SIDM00095	PIK3R1
ACH-000504	Glioma	glioma		SIDM00095	NBN
ACH-000505	Leiomyosarcoma	leiomyosarcoma		SIDM00353	KRAS
ACH-000505	Leiomyosarcoma	leiomyosarcoma		SIDM00353	TP53
ACH-000505	Leiomyosarcoma	leiomyosarcoma		SIDM00353	ZNF521
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	TP53
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	KMT2D
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	KMT2D
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	USP44
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	RB1
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	LRP1B
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	LRP1B
ACH-000506	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00698	FAM135B
ACH-000507	Adenocarcinoma	gastric_adenocarcinoma		SIDM01582	HLA-A
ACH-000507	Adenocarcinoma	gastric_adenocarcinoma		SIDM01582	BRCA1
ACH-000507	Adenocarcinoma	gastric_adenocarcinoma		SIDM01582	TP53
ACH-000507	Adenocarcinoma	gastric_adenocarcinoma		SIDM01582	CTNNB1
ACH-000507	Adenocarcinoma	gastric_adenocarcinoma		SIDM01582	KMT2D
ACH-000507	Adenocarcinoma	gastric_adenocarcinoma		SIDM01582	SDHA
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	KMT2D
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	RB1
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	TP53
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	LRP1B
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	NFE2L2
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	EPHA3
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	SFRP4
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	KMT2C
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	PABPC1
ACH-000508	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00506	PTPRD
ACH-000509	T-cell, Non-Hodgkins, Cutaneous	non_hodgkin_lymphoma	t_cell_cutaneous	SIDM00851	NA
ACH-000510	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00649	MUTYH
ACH-000510	Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma	NSCLC	NSCLC_large_cell	SIDM00649	NRAS
ACH-000511	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01545	PABPC1
ACH-000511	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01545	KRAS
ACH-000512	Multiple Myeloma	multiple_myeloma		SIDM01555	NA
ACH-000513	Renal Carcinoma, clear cell	renal_cell_carcinoma	clear_cell	SIDM01335	PBRM1
ACH-000513	Renal Carcinoma, clear cell	renal_cell_carcinoma	clear_cell	SIDM01335	SDHA
ACH-000513	Renal Carcinoma, clear cell	renal_cell_carcinoma	clear_cell	SIDM01335	POLQ
ACH-000513	Renal Carcinoma, clear cell	renal_cell_carcinoma	clear_cell	SIDM01335	VHL
ACH-000514	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00653	ZFHX3
ACH-000514	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00653	RET
ACH-000514	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00653	TP53
ACH-000514	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00653	BRIP1
ACH-000514	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00653	SMARCA4
ACH-000515	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01071	RB1
ACH-000515	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01071	CREBBP
ACH-000515	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01071	TP53
ACH-000515	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01071	SP140
ACH-000515	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01071	EPHA7
ACH-000516	Chondrosarcoma	chondrosarcoma		SIDM00929	DIS3
ACH-000516	Chondrosarcoma	chondrosarcoma		SIDM00929	TP53
ACH-000517	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01449	POLQ
ACH-000517	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01449	NF2
ACH-000517	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01449	TP53
ACH-000517	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM01449	KRAS
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	TP53
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	SMAD4
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	CASP8
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	EP300
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	PIK3CA
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	FAT1
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	HLA-A
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	ZNF680
ACH-000518	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00942	CDKN2A
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	KDM6A
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	LATS1
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	FN1
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	TSC1
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	NOTCH1
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	CNOT3
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	BCL2L12
ACH-000519	Acute Lymphoblastic Leukemia (ALL), T-cell	ALL	t_cell	SIDM00991	TP53
ACH-000520	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM01528	NA
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	MCM3AP
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	KRAS
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	PTPRB
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	NTRK3
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	TP53
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	STK11
ACH-000521	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00715	SETD2
ACH-000522	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01182	KRAS
ACH-000522	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01182	ERBB3
ACH-000522	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01182	TP53
ACH-000522	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01182	SMARCA4
ACH-000522	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01182	PPP3CA
ACH-000522	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM01182	STAG2
ACH-000523	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01679	SOS1
ACH-000523	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01679	TP53
ACH-000523	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01679	PTEN
ACH-000523	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01679	STAG2
ACH-000523	Small Cell Lung Cancer (SCLC)	SCLC		SIDM01679	PABPC1
ACH-000524	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00554	BRCA2
ACH-000524	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00554	TP53
ACH-000524	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00554	SMAD4
ACH-000524	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00554	GNAS
ACH-000524	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00554	HLA-B
ACH-000524	Adenocarcinoma, high grade serous	ovary_adenocarcinoma	high_grade_serous	SIDM00554	KMT2C
ACH-000525	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00733	BCORL1
ACH-000525	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00733	RB1
ACH-000525	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00733	HERC2
ACH-000525	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00733	TP53
ACH-000526	Bone	fibroblast_bone		SIDM01698	NA
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	ZNF429
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	PPP2R1A
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	PIK3CA
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	FGFR4
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	ARID1B
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	ARID1A
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	ARID1A
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	ARHGAP35
ACH-000527	Adenocarcinoma, clear cell	ovary_adenocarcinoma	clear_cell	SIDM00564	SDHA
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	CBLC
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	LRIG3
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	TP53
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	NF1
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	ERCC3
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	LRP1B
ACH-000528	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NSCLC	NSCLC_adenocarcinoma	SIDM00494	CACNA1D
ACH-000529	Bone	fibroblast_bone		SIDM01765	CDKN2A
ACH-000530	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00865	TP53
ACH-000530	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00865	BRIP1
ACH-000530	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00865	SMARCA4
ACH-000530	Small Cell Lung Cancer (SCLC)	SCLC		SIDM00865	QKI
ACH-000531	Lung	fibroblast_lung		SIDM01772	NA
ACH-000532	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00194	KRAS
ACH-000532	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00194	TP53
ACH-000532	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00194	RASA2
ACH-000532	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00194	PIK3R1
ACH-000532	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00194	APC
ACH-000532	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00194	PABPC1
ACH-000533	Malignant Rhabdoid Tumor	malignant_rhabdoid_tumor		SIDM01671	NA
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	INO80
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	DDX3X
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	CREBBP
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	TP53
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	GNA13
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	FBXO11
ACH-000534	Diffuse Large B-cell Lymphoma (DLBCL)	non_hodgkin_lymphoma	DLBCL	SIDM00413	EZH2
ACH-000535	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00132	BRAF
ACH-000535	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00132	TP53
ACH-000535	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00132	RNF43
ACH-000535	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00132	EP300
ACH-000535	Ductal Adenocarcinoma, exocrine	exocrine	exocrine_adenocarcinoma	SIDM00132	HLA-B
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	TP53
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	POLD1
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	BIRC6
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	AFF3
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	LRP1B
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	PIK3CA
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	PIK3CA
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	PTPN13
ACH-000536	Breast Ductal Carcinoma	breast_ductal_carcinoma	ERneg_HER2neg	SIDM00893	SPEN
ACH-000537	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01439	TP53
ACH-000537	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01439	SDHA
ACH-000537	Hepatocellular Carcinoma	hepatocellular_carcinoma		SIDM01439	FAT1
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	RPL5
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	SMARCA4
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	CBLC
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	PMS2
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	WT1
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	FAT3
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	JAK3
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	CTNNB1
ACH-000538	Duodenal Adenocarcinoma	duodenal_adenocarcinoma		SIDM00694	HLA-A
ACH-000539	Lung	fibroblast_lung		SIDM01565	NA
ACH-000540	Breast	fibroblast_breast		SIDM01591	ZNF721
ACH-000541	Multiple Myeloma	multiple_myeloma		SIDM01473	BTK
ACH-000541	Multiple Myeloma	multiple_myeloma		SIDM01473	FLT4
ACH-000541	Multiple Myeloma	multiple_myeloma		SIDM01473	TP53
ACH-000541	Multiple Myeloma	multiple_myeloma		SIDM01473	SDHA
ACH-000542	Adenocarcinoma, low grade serous	ovary_adenocarcinoma	low_grade_serous	SIDM01215	BRAF
ACH-000542	Adenocarcinoma, low grade serous	ovary_adenocarcinoma	low_grade_serous	SIDM01215	KRAS
ACH-000542	Adenocarcinoma, low grade serous	ovary_adenocarcinoma	low_grade_serous	SIDM01215	STAT3
ACH-000543	Glioblastoma	glioma	glioblastoma	SIDM01446	SDHA
ACH-000543	Glioblastoma	glioma	glioblastoma	SIDM01446	KMT2C
ACH-000543	Glioblastoma	glioma	glioblastoma	SIDM01446	MET
ACH-000543	Glioblastoma	glioma	glioblastoma	SIDM01446	TP53
ACH-000543	Glioblastoma	glioma	glioblastoma	SIDM01446	PTEN
ACH-000543	Glioblastoma	glioma	glioblastoma	SIDM01446	PTEN
ACH-000544	Squamous Cell Carcinoma	esophagus_squamous		SIDM00478	GRIN2A
ACH-000544	Squamous Cell Carcinoma	esophagus_squamous		SIDM00478	TP53
ACH-000544	Squamous Cell Carcinoma	esophagus_squamous		SIDM00478	FUBP1
ACH-000544	Squamous Cell Carcinoma	esophagus_squamous		SIDM00478	NFE2L2
ACH-000544	Squamous Cell Carcinoma	esophagus_squamous		SIDM00478	RPS3A
ACH-000545	Transitional Cell Carcinoma	bladder_carcinoma	bladder_transitional_cell	SIDM00414	NA
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	SDHA
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	PTEN
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	PTEN
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	TP53
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	ARHGAP35
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	POLQ
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	PIK3CA
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	HLA-B
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	CDKN2A
ACH-000546	Squamous Cell Carcinoma	upper_aerodigestive_squamous		SIDM00588	RPS6KA3
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	ARID1A
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	NRAS
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	RARA
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	PPP2R1A
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	PIK3CA
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	HLA-A
ACH-000547	Carcinoma	bladder_carcinoma		SIDM00676	RXRA
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	TP53
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	CBLC
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	POLQ
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	FAT1
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	HLA-B
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	CDKN2A
ACH-000548	Squamous Cell Carcinoma, oral	upper_aerodigestive_squamous	oral	SIDM00986	LPAR4
ACH-000549	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM00168	TP53
ACH-000549	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM00168	RASA1
ACH-000549	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM00168	HLA-B
ACH-000549	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM00168	PIK3CA
ACH-000549	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM00168	HERC2
ACH-000549	Squamous Cell Carcinoma, laryngeal	upper_aerodigestive_squamous	laryngeal	SIDM00168	DIS3
ACH-000550	Melanoma	melanoma		SIDM01065	NA
ACH-000551	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM00791	AKT3
ACH-000551	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM00791	PRKCB
ACH-000551	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM00791	EPAS1
ACH-000551	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM00791	ASXL1
ACH-000551	Chronic Myelogenous Leukemia (CML), blast crisis	CML	blast_crisis	SIDM00791	TP53
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	TP53
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	SMAD4
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	POLQ
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	PIK3CA
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	APC
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	BRAF
ACH-000552	Adenocarcinoma	colorectal_adenocarcinoma		SIDM00136	APC
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	PABPC1
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	PABPC1
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	PABPC1
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	CUX1
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	TRRAP
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	NIPBL
ACH-000553	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NSCLC	NSCLC_squamous	SIDM01767	NFATC2
